sample_index,question,gold_answer,model,answer,Named-Entity Hallucination,Temporal/Number Hallucination,Factual Contradiction,Conflict Hallucination,K0wledge Source Conflict,Grammar Hallucination,Generic/Imprecise Hallucination,Instruction Inconsistency,Code-Switching,Comments,
1,متى تأسست شركة  يونايتد إيرلاينز للطيران؟,"1927, 1927, 1927",Jais-6.7b,,0,0,0,0,0,0,0,0,0,0 answer,
1,متى تأسست شركة  يونايتد إيرلاينز للطيران؟,"1927, 1927, 1927",0on,تأسست شركة الخطوط الجوية المتحدة في عام 1920,0,1,1,0,0,0,0,0,0,,
1,متى تأسست شركة  يونايتد إيرلاينز للطيران؟,"1927, 1927, 1927",bloom-7b,في عام 1945,0,1,1,0,0,0,0,0,0,,
1,متى تأسست شركة  يونايتد إيرلاينز للطيران؟,"1927, 1927, 1927",llama,في عام 1934,0,1,1,0,0,0,0,0,0,,
1,متى تأسست شركة  يونايتد إيرلاينز للطيران؟,"1927, 1927, 1927",qwen2.5-7b,تأسست شركة يونايتد إيرلاينز للطيران في عام 1934,0,1,1,0,0,0,0,0,0,,
1,متى تأسست شركة  يونايتد إيرلاينز للطيران؟,"1927, 1927, 1927",Maverick,في عام 1926.,0,1,0,0,0,0,0,0,0,,
1,متى تأسست شركة  يونايتد إيرلاينز للطيران؟,"1927, 1927, 1927",DeepSeek-v3,"تأسست شركة يونايتد إيرلاينز للطيران في **6 أبريل 1926** تحت اسم **فارني إير ترانسبورت**، ثم تغير اسمها إلى يونايتد إيرلاينز في **1934** بعد اندماج عدة شركات طيران صغيرة.",0,1,1,0,0,0,0,0,0,,
1,متى تأسست شركة  يونايتد إيرلاينز للطيران؟,"1927, 1927, 1927",DeepSeek-r1,"يقع خليج ماليان في **تايلاند**، وهو جزء من بحر أندامان.",0,1,0,0,0,0,0,0,0,,
1,متى تأسست شركة  يونايتد إيرلاينز للطيران؟,"1927, 1927, 1927",Qwq,"تقع كنيسة نوتردام في باريس، فرنسا.",0,1,0,0,0,0,0,0,0,,
1,متى تأسست شركة  يونايتد إيرلاينز للطيران؟,"1927, 1927, 1927",GPT-4o,مساحة مدينة إربد هي 410 كيلومتر مربع.,0,1,0,0,0,0,0,0,0,,
1,متى تأسست شركة  يونايتد إيرلاينز للطيران؟,"1927, 1927, 1927",GPT-o3,"عاش الملك لويس السادس عشر في القرن الثامن عشر الميلادي، وتحديدًا من عام 1754 حتى عام 1793.",0,1,1,0,0,0,0,0,0,,
2,أين يقع خليج ماليان؟,"غرب بحر إيجة, غرب بحر إيجة, جزءاً من الشريط الساحلي لمنطقة فثيوتيس اليونانية",Allam,"يقع بحر قزوين بين قارة آسيا وقارة أوروبا، وتحديداً بين خمس دول هي: روسيا، كازاخستان، تركمانستان، إيران، وأذربيجان. وهو أكبر مسطح مائي داخلي مغلق في العالم، ويُصنف أحياناً على أنه أكبر بحيرة في العالم.",1,0,1,0,0,0,0,0,0,,
2,أين يقع خليج ماليان؟,"غرب بحر إيجة, غرب بحر إيجة, جزءاً من الشريط الساحلي لمنطقة فثيوتيس اليونانية",Fanar,"حقوق الإنسان هي المبادئ والمعايير الأساسية التي يجب أن يتمتع بها كل فرد بغض النظر عن جنسه أو عرقه أو دينه أو أي اعتبار آخر. وتشمل هذه الحقوق:

1. **الحق في الحياة**: لكل فرد الحق في العيش دون تعرض حياته للخطر.
2. **الحق في الحرية**: يشمل حرية التعبير، الحرية الدينية، وحرية التنقل.
3. **الحق في المساواة**: يجب أن يعامل الجميع بالتساوي أمام القانون دون تمييز.
4. **الحق في الأمان**: لكل فرد الحق في العيش في بيئة آمنة خالية من العنف.
5. **الحق في التعليم**: يجب أن يكون التعليم متاحًا للجميع.
6. **الحق في الصحة**: لكل فرد الحق في الحصول على الرعاية الصحية.
7. **الحق في العمل**: لكل فرد الحق في العمل بشروط عادلة.
8. **الحق في المشاركة السياسية**: يشمل حق التصويت والترشح للمناصب العامة.
9. **الحق في الخصوصية**: لكل فرد الحق في حماية حياته الخاصة.
10. **الحق في العدالة**: لكل فرد الحق في محاكمة عادلة.

هذه الحقوق مكفولة في العديد من المواثيق الدولية مثل الإعلان العالمي لحقوق الإنسان الذي اعتمدته الأمم المتحدة عام 1948.",1,0,1,0,0,0,0,0,0,,
2,أين يقع خليج ماليان؟,"غرب بحر إيجة, غرب بحر إيجة, جزءاً من الشريط الساحلي لمنطقة فثيوتيس اليونانية",Gemma,عاش المؤرخ هيرودوت في القرن الخامس قبل الميلاد.,1,0,1,0,0,0,0,0,0,,
2,أين يقع خليج ماليان؟,"غرب بحر إيجة, غرب بحر إيجة, جزءاً من الشريط الساحلي لمنطقة فثيوتيس اليونانية",Jais-6.7b,تأسس نادي مانشستر يونايتد لكرة القدم في عام 1878.,1,0,1,0,0,0,0,0,0,,
2,أين يقع خليج ماليان؟,"غرب بحر إيجة, غرب بحر إيجة, جزءاً من الشريط الساحلي لمنطقة فثيوتيس اليونانية",0on,"يعيش جاموس الماء في مناطق مختلفة من العالم، بما في ذلك آسيا وأفريقيا وأستراليا. في آسيا، يعيش جاموس الماء في دول مثل الهند وباكستان ونيبال وسريلانكا وبنجلاديش. كما يمكن العثور عليه في بعض مناطق جنوب شرق آسيا مثل تايلاند وفيتنام وإندونيسيا. في أفريقيا، يعيش جاموس الماء في المناطق الاستوائية وشبه الاستوائية، مثل السودان وإثيوبيا وأوغندا وكينيا وتنزانيا. أما في أستراليا، فقد تم إدخال جاموس الماء إلى المناطق الشمالية من القارة، حيث يعيش في البرية.",1,0,1,0,0,0,0,0,0,,
2,أين يقع خليج ماليان؟,"غرب بحر إيجة, غرب بحر إيجة, جزءاً من الشريط الساحلي لمنطقة فثيوتيس اليونانية",bloom-7b,الديانة الشائعة في اليابان هي البوذية والشنتوية.,1,0,1,0,0,0,0,0,0,,
2,أين يقع خليج ماليان؟,"غرب بحر إيجة, غرب بحر إيجة, جزءاً من الشريط الساحلي لمنطقة فثيوتيس اليونانية",llama,يصب نهر الساڤا في نهر الدانوب.,1,0,1,0,0,0,0,0,0,,
2,أين يقع خليج ماليان؟,"غرب بحر إيجة, غرب بحر إيجة, جزءاً من الشريط الساحلي لمنطقة فثيوتيس اليونانية",qwen2.5-7b,تقع مدينة الفلوجة في محافظة الأنبار في العراق.,1,0,1,0,0,0,0,0,0,,
2,أين يقع خليج ماليان؟,"غرب بحر إيجة, غرب بحر إيجة, جزءاً من الشريط الساحلي لمنطقة فثيوتيس اليونانية",Maverick,"تقع مدينة العيون في المملكة المغربية، وتحديدًا في منطقة الصحراء الغربية. وهي تعتبر أكبر مدينة في هذه المنطقة وتقع على ساحل المحيط الأطلسي.",0,0,0,0,0,0,0,0,0,,
2,أين يقع خليج ماليان؟,"غرب بحر إيجة, غرب بحر إيجة, جزءاً من الشريط الساحلي لمنطقة فثيوتيس اليونانية",DeepSeek-v3,"يقع خليج ماليان في **تايلاند**، وهو جزء من بحر أندامان.",1,0,1,0,0,0,0,0,0,,
2,أين يقع خليج ماليان؟,"غرب بحر إيجة, غرب بحر إيجة, جزءاً من الشريط الساحلي لمنطقة فثيوتيس اليونانية",DeepSeek-r1,يقع بحر إيجة بين اليونان وتركيا.,1,0,1,0,0,0,0,0,0,,
2,أين يقع خليج ماليان؟,"غرب بحر إيجة, غرب بحر إيجة, جزءاً من الشريط الساحلي لمنطقة فثيوتيس اليونانية",Qwq,"مرض الإيدز (متلازمة نقص المناعة المكتسب) يسببه فيروس نقص المناعة البشرية (HIV). هذا الفيروس يهاجم جهاز المناعة في الجسم، وخاصة خلايا CD4 (خلايا T المساعدة)، مما يؤدي إلى إضعاف قدرة الجسم على محاربة العدوى والأمراض. عندما يتطور الفيروس ويقلل عدد خلايا CD4 بشكل كبير، يصبح الشخص أكثر عرضة للإصابة بعدوى انتهازية وأمراض أخرى، وعند هذه المرحلة يسمى المرض بالإيدز. ينتقل فيروس HIV من شخص لآخر من خلال سوائل الجسم مثل الدم، السائل المنوي، السوائل المهبلية، حليب الثدي، ولا ينتقل عبر الهواء أو الماء أو الاتصال العادي.",0,0,0,0,0,0,0,0,0,,
2,أين يقع خليج ماليان؟,"غرب بحر إيجة, غرب بحر إيجة, جزءاً من الشريط الساحلي لمنطقة فثيوتيس اليونانية",GPT-4o,"تقع ولاية البنجاب في شمال غرب الهند، وتحدها من الشمال ولاية جامو وكشمير، ومن الشمال الغربي إقليم البنجاب الباكستاني، ومن الغرب ولاية راجستان، ومن الجنوب ولاية هاريانا، ومن الشرق ولاية هيماشال براديش.",1,0,1,0,0,0,0,0,0,,
2,أين يقع خليج ماليان؟,"غرب بحر إيجة, غرب بحر إيجة, جزءاً من الشريط الساحلي لمنطقة فثيوتيس اليونانية",GPT-o3,وقعت معركة إسوس في نوفمبر من عام 333 قبل الميلاد.,1,0,1,0,0,0,0,0,0,,
3,متى تم صناعة اول اطار مطاطي ؟,"1889, 1889, 1889",Allam,مؤلف مانغا ون بيس هو إييتشيرو أودا.,0,1,1,0,0,0,0,0,0,,
3,متى تم صناعة اول اطار مطاطي ؟,"1889, 1889, 1889",Fanar,تولى بيب غوارديولا تدريب مانشستر سيتي في عام 2016.,0,1,1,0,0,0,0,0,0,,
3,متى تم صناعة اول اطار مطاطي ؟,"1889, 1889, 1889",Gemma,"مثبطات اللهب هي مواد كيميائية تُضاف إلى المنتجات المختلفة مثل الأثاث، والملابس، والإلكترونيات، ومواد البناء، وغيرها لتقليل قابلية الاشتعال وإبطاء انتشار النيران في حالة حدوث حريق. تعمل هذه المواد إما عن طريق إطلاق غازات تمنع تفاعل الأكسجين مع المواد القابلة للاشتعال، أو عن طريق تكوين طبقة عازلة تمنع وصول الحرارة إلى المادة المحترقة. تُستخدم مثبطات اللهب لزيادة السلامة من الحرائق، لكن بعض أنواعها قد تكون ضارة بالصحة والبيئة، مما دفع إلى تطوير بدائل أكثر أمانًا.",0,1,1,0,0,0,0,0,0,,
3,متى تم صناعة اول اطار مطاطي ؟,"1889, 1889, 1889",Jais-6.7b,"سياسة الأرض المحروقة هي استراتيجية عسكرية تستخدم في الحروب، حيث يقوم الجيش المنسحب أو المتراجع بتدمير كل الموارد والبنى التحتية التي يمكن أن يستفيد منها العدو أثناء تقدمه. يشمل ذلك تدمير المحاصيل الزراعية، والطرق، والجسور، والمنشآت الصناعية، وخطوط الاتصالات، وأي موارد أخرى قد تكون مفيدة للعدو. الهدف من هذه السياسة هو حرمان العدو من أي إمدادات أو موارد قد تساعده في استمرار تقدمه، مما يجعل من الصعب عليه مواصلة القتال أو التحرك بفعالية في المنطقة.

تم استخدام سياسة الأرض المحروقة في عدة حروب عبر التاريخ، مثل الحملة الروسية على نابليون بونابرت عام 1812، حيث قام الجيش الروس بإحراق موسكو وتركها خرابًا لحرمان جيش نابليون من المأوى والإمدادات خلال فصل الشتاء القاسي. كما استخدمت هذه الاستراتيجية في حروب أخرى مثل الحرب الأهلية الأمريكية والحرب العالمية الثانية.",0,0,0,0,0,0,1,1,0,,
3,متى تم صناعة اول اطار مطاطي ؟,"1889, 1889, 1889",0on,"صدر المسلسل الأمريكي ""سترينجر ثينقز"" (Stranger Things) لأول مرة في **15 يوليو 2016** على منصة نتفليكس (Netflix).",1,1,1,0,0,0,0,0,0,,
3,متى تم صناعة اول اطار مطاطي ؟,"1889, 1889, 1889",bloom-7b,"داريوس الأول هو أحد ملوك الإمبراطورية الفارسية الأخمينية، حكم من عام 522 ق.م إلى عام 486 ق.م. يُعتبر من أعظم حكام الإمبراطورية الفارسية، حيث قام بتوسيع حدودها وإصلاح النظام الإداري والمالي. كما قام ببناء العديد من المشاريع العمرانية مثل طريق الملك وشق القنوات. اشتهر أيضًا بحملاته العسكرية ضد اليونان، بما في ذلك معركة ماراثون عام 490 ق.م. يُعرف داريوس الأول بدوره في تعزيز السلطة المركزية وتنظيم الإمبراطورية بشكل فعال.",1,1,1,0,0,0,0,0,0,,
3,متى تم صناعة اول اطار مطاطي ؟,"1889, 1889, 1889",llama,"نشأت القمة العربية في عام 1946، حيث عقد أول مؤتمر قمة عربي في مدينة أنشاص بمصر في 28 مايو 1946، وذلك بناءً على دعوة من الملك فاروق الأول ملك مصر آنذاك. وكان الهدف من المؤتمر مناقشة القضايا العربية المشتركة، وخاصة قضية فلسطين، ووضع استراتيجية موحدة للتعامل مع التحديات التي تواجهها الدول العربية. ومنذ ذلك الحين، أصبحت القمة العربية منصة دورية لاجتماع قادة الدول العربية لمناقشة القضايا السياسية والاقتصادية والاجتماعية والأمنية المشتركة.",0,0,0,0,0,0,0,0,0,,
3,متى تم صناعة اول اطار مطاطي ؟,"1889, 1889, 1889",qwen2.5-7b,تأسست شركة فولكسفاغن في عام 1937.,1,1,1,0,0,0,0,0,0,,
3,متى تم صناعة اول اطار مطاطي ؟,"1889, 1889, 1889",Maverick,مدينة سووبسك تقع في بولندا.,1,0,1,0,0,0,0,0,0,,
3,متى تم صناعة اول اطار مطاطي ؟,"1889, 1889, 1889",DeepSeek-v3,اعتزل دييغو فورلان اللعب دولياً في عام 2015.,0,0,0,0,0,0,0,0,0,,
3,متى تم صناعة اول اطار مطاطي ؟,"1889, 1889, 1889",DeepSeek-r1,تقع مقاطعة إيست باتون روغ في ولاية لويزيانا في الولايات المتحدة الأمريكية.,0,0,0,0,0,0,0,0,0,,
3,متى تم صناعة اول اطار مطاطي ؟,"1889, 1889, 1889",Qwq,توفي توماس كوهين في 1 مارس 2015.,1,1,1,0,0,0,0,0,1,,
3,متى تم صناعة اول اطار مطاطي ؟,"1889, 1889, 1889",GPT-4o,"الجنس لغةً يُشير إلى التصنيف أو النوع أو الفئة التي ينتمي إليها شيء ما. في اللغة العربية، يمكن أن يُستخدم مصطلح ""الجنس"" للإشارة إلى التمييز بين الذكر والأنثى في الكائنات الحية، كما في ""الجنس البشري"" الذي يشمل الذكور والإناث. كما يمكن أن يُستخدم لوصف أنواع أو أصناف الأشياء غير الحية، مثل ""أجناس النباتات"" أو ""أجناس المعادن"". بمعنى آخر، الجنس هو تصنيف عام يُستخدم لتمييز المجموعات المختلفة بناءً على خصائص مشتركة.",0,1,1,0,0,0,0,0,0,,
3,متى تم صناعة اول اطار مطاطي ؟,"1889, 1889, 1889",GPT-o3,"تولى محمود أحمدي نجاد رئاسة إيران في **3 أغسطس 2005**، حيث أدى اليمين الدستورية كرئيس للبلاد بعد فوزه في الانتخابات الرئاسية التي جرت في يونيو من نفس العام. واستمر في منصبه لفترتين رئاسيتين متتاليتين حتى عام 2013.",1,0,1,0,0,0,0,0,1,,
4,ما هو المقر الرسمي لملوك بريطانيا؟,"قصر باكنغهام, لندن, قصر باكنغهام",Allam,"يقع البحر الميت في منطقة الشرق الأوسط، وتحديداً بين الأردن وفلسطين. وهو يعتبر أخفض نقطة على سطح الأرض، حيث يقع على عمق حوالي 430 متراً تحت مستوى سطح البحر. يتميز البحر الميت بملوحته العالية جداً، مما يجعله بيئة غير مناسبة لمعظم الكائنات الحية، ومن هنا جاءت تسميته ""الميت"". كما يشتهر البحر الميت بفوائده العلاجية والترفيهية، حيث يقصده الكثيرون للاستمتاع بالطفو على سطح الماء بسبب كثافة مياهه العالية، وللاستفادة من الطين والرمال الغنية بالمعادن الموجودة فيه.",0,0,0,0,0,0,0,0,0,,
4,ما هو المقر الرسمي لملوك بريطانيا؟,"قصر باكنغهام, لندن, قصر باكنغهام",Fanar,تأسست جامعة مالمو في عام 1998.,0,0,0,0,0,0,0,0,0,,
4,ما هو المقر الرسمي لملوك بريطانيا؟,"قصر باكنغهام, لندن, قصر باكنغهام",Gemma,تقع مدينة تل جوخة في محافظة واسط في العراق.,0,0,0,0,0,0,0,0,0,,
4,ما هو المقر الرسمي لملوك بريطانيا؟,"قصر باكنغهام, لندن, قصر باكنغهام",Jais-6.7b,تم إطلاق محرر النصوص سايت (Sublime Text) لأول مرة في عام 2008.,1,0,1,0,0,0,0,0,0,,
4,ما هو المقر الرسمي لملوك بريطانيا؟,"قصر باكنغهام, لندن, قصر باكنغهام",0on,تأسست جامعة هيوستن في عام 1927.,0,0,0,0,0,0,0,0,0,,
4,ما هو المقر الرسمي لملوك بريطانيا؟,"قصر باكنغهام, لندن, قصر باكنغهام",bloom-7b,عاش المغني ملحم بركات في لبنان.,0,0,0,0,0,0,1,1,0,,
4,ما هو المقر الرسمي لملوك بريطانيا؟,"قصر باكنغهام, لندن, قصر باكنغهام",llama,"تبلغ مساحة رومانيا حوالي 238,397 كيلومتر مربع.",0,0,0,0,0,0,0,1,1,,
4,ما هو المقر الرسمي لملوك بريطانيا؟,"قصر باكنغهام, لندن, قصر باكنغهام",qwen2.5-7b,"تقع ولاية ساكسونيا في شرق ألمانيا، وتحدها من الشرق بولندا، ومن الجنوب جمهورية التشيك، ومن الغرب ولايات براندنبورغ وساكسونيا-أنهالت وتورينغن، ومن الشمال ولاية ساكسونيا. عاصمتها مدينة دريسدن.",1,0,1,0,0,0,0,0,0,,
4,ما هو المقر الرسمي لملوك بريطانيا؟,"قصر باكنغهام, لندن, قصر باكنغهام",Maverick,انتهت حرب البلقان الأولى في 30 مايو 1913 بتوقيع معاهدة لندن.,0,0,0,0,0,0,0,0,0,,
4,ما هو المقر الرسمي لملوك بريطانيا؟,"قصر باكنغهام, لندن, قصر باكنغهام",DeepSeek-v3,"تصريح 28 فبراير 1922 هو وثيقة سياسية أصدرتها الحكومة البريطانية خلال فترة الانتداب البريطاني على مصر، حيث أعلنت فيه بريطانيا إنهاء الحماية البريطانية على مصر ومنحها الاستقلال الشكلي مع الاحتفاظ بسيطرتها على بعض الأمور الحيوية مثل الدفاع وحماية المصالح الأجنبية وقناة السويس. وقد قوبل هذا التصريح برفض من قبل القوى الوطنية المصرية التي كانت تطالب باستقلال كامل غير مشروط.",0,0,0,0,0,0,0,0,1,,
4,ما هو المقر الرسمي لملوك بريطانيا؟,"قصر باكنغهام, لندن, قصر باكنغهام",DeepSeek-r1,"أكبر شركة لصناعة المواد الاستهلاكية في العالم هي **بروكتر آند جامبل (Procter & Gamble)**. تأسست الشركة في عام **1837**، ومقرها الرئيسي في **سينسيناتي، أوهايو، الولايات المتحدة**. تنتج بروكتر آند جامبل مجموعة واسعة من المنتجات الاستهلاكية تشمل العناية الشخصية، ومنتجات التنظيف، والعناية بالصحة. من بين أشهر علاماتها التجارية:

- **بامبرز (Pampers)** - حفاضات الأطفال.
- **تايد (Tide)** - مسحوق الغسيل.
- **جيلت (Gillette)** - منتجات الحلاقة.
- **أولويز (Olay)** - مستحضرات العناية بالبشرة.
- **باندل (Pantene)** - منتجات العناية بالشعر.

تعتبر **بروكتر آند جامبل** واحدة من أكبر الشركات في العالم من حيث القيمة السوقية وحجم المبيعات، حيث تصل إيراداتها السنوية إلى **العشرات من مليارات الدولارات**.",0,0,0,0,0,0,0,0,0,,
4,ما هو المقر الرسمي لملوك بريطانيا؟,"قصر باكنغهام, لندن, قصر باكنغهام",Qwq,وزير التعليم العالي في مصر هو الدكتور **محمد أيمن عاشور**. تم تعيينه في هذا المنصب في أغسطس 2022.,0,0,0,0,0,0,0,0,0,,
4,ما هو المقر الرسمي لملوك بريطانيا؟,"قصر باكنغهام, لندن, قصر باكنغهام",GPT-4o,"تأسست الفيفا (الاتحاد الدولي لكرة القدم) في 21 مايو 1904 في باريس، فرنسا.",0,0,0,0,0,0,0,0,0,,
4,ما هو المقر الرسمي لملوك بريطانيا؟,"قصر باكنغهام, لندن, قصر باكنغهام",GPT-o3,تبلغ مساحة مدينة ليفربول حوالي 111.84 كيلومتر مربع (43.18 ميل مربع).,0,0,0,0,0,0,0,0,0,,
5,في أي عام كان البث العلني الأول بالألوان؟,"1951, 1951",Allam,تم افتتاح جامعة أم القرى في عام 1369 هـ الموافق 1950 م.,0,1,0,0,0,0,0,0,0,,
5,في أي عام كان البث العلني الأول بالألوان؟,"1951, 1951",Fanar,تولى دونالد ترامب رئاسة الولايات المتحدة في عام 2017.,0,0,0,0,0,0,0,0,0,,
5,في أي عام كان البث العلني الأول بالألوان؟,"1951, 1951",Gemma,"بدأت سلسلة روايات الفنتازيا في أواخر القرن التاسع عشر وازدهرت بشكل كبير في القرن العشرين. تعتبر رواية ""سيد الخواتم"" (The Lord of the Rings) لج.ر.ر. تولكين، التي نُشرت بين عامي 1954 و1955، من أبرز الأعمال التي ساهمت في انتشار هذا النوع الأدبي. ومع ذلك، يمكن تتبع جذور الفنتازيا إلى أعمال أقدم مثل ""حكايات كانتربري"" لجفري تشوسر أو حتى الأساطير القديمة مثل ""الإلياذة"" و""الأوديسة"" لهوميروس.",0,1,1,0,0,0,0,0,0,,
